SchoolName,SchoolID,Address,City,State,Zip,Lat,Lon
Greenwood Community,286,615 Smith Valley Rd,Greenwood,IN,46143,39.6060728932532,-86.1170265445105
Greenwood Christian Academy,287,835 West Worthsville Road,Greenwood,IN,46143,39.585765257895,-86.1238950980773
Monrovia,288,205 S Chestnut St,Monrovia,IN,46157,39.5777854894918,-86.4798020814081
Mooresville,289,550 N Indiana St,Mooresville,IN,46158,39.6198093385449,-86.3751631789813
Perry Meridian,290,401 W Meridian School Rd,Indianapolis,IN,46217,39.6493678900693,-86.1654517623049
Shelbyville,291,2003 S Miller St,Shelbyville,IN,46176,39.5059946370202,-85.7867705892557
Southport,292,971 E Banta Rd,Indianapolis,IN,46227,39.6719828686394,-86.1418092450875
Waldron,293,East St,Waldron,IN,46182,39.45874,-85.67207
Whiteland Community,294,300 E Main St,Whiteland,IN,46184,39.5501042333197,-86.0837563128516
Brown County,295,235 School House Ln,Nashville,IN,47448,39.203904027931,-86.244958328364
Brownstown Central,296,500 N Elm St,Brownstown,IN,47220,38.8854813275594,-86.0442975729245
Columbus East,297,230 S Marr Rd,Columbus,IN,47201,39.1925163166703,-85.8850448353652
Columbus North,298,1400 25th St,Columbus,IN,47201,39.2231071325916,-85.90971
Crothersville,299,109 Preston St,Crothersville,IN,47229,38.7981233766899,-85.8371535993922
Edinburgh,300,300 Keeley St,Edinburgh,IN,46124,39.3520089585951,-85.9698556495013
Hauser,301,9273 IN-9,Hope,IN,47246,39.2921602228642,-85.7712725003295
Indian Creek,302,803 Indian Meadows Dr,Trafalgar,IN,46181,39.38307,-86.16321
Martinsville,303,1360 E Gray St,Martinsville,IN,46151,39.4188251731294,-86.411110734791
Seymour,304,1350 W 2nd St,Seymour,IN,47274,38.9539909034985,-85.9064082997165
Southwestern (Shelbyville),305,3406 W 600 S,Shelbyville,IN,46176,39.4383264272399,-85.8448578090889
Trinity Lutheran,306,7120 N County Rd 875 E,Seymour,IN,47274,38.9777049047657,-85.8770016605893
White River Valley,307,5644 IN-54,Switz City,IN,47465,39.0347271325916,-87.0467528571428
Clay City,308,601 Lankford St,Clay City,IN,47841,39.2792413483268,-87.1103455653798
Linton-Stockton,309,801 NW 1st St,Linton,IN,47441,39.0412968157822,-87.167065860927
North Central (Farmersburg),310,910 E Co Rd 975 N,Farmersburg,IN,47850,39.2263158823855,-87.3910979996297
Northview,311,3150 IN-340,Brazil,IN,47834,39.5147264508314,-87.1658457771201
Owen Valley,312,622 State Rd 46,Spencer,IN,47460,39.2869528674084,-86.755185
Riverton Parke,313,4907 Coxville Rd,Montezuma,IN,47862,39.6980752933012,-87.3252012944318
Rockville,314,506 N Beadle St,Rockville,IN,47872,39.7675962555657,-87.231807939516
Shakamak,315,9233 Shakamak School Rd,Jasonville,IN,47438,39.1589133769019,-87.2123368545667
South Vermillion,316,770 Wildcat Dr,Clinton,IN,47842,39.6882828674084,-87.4127754113697
Sullivan,317,902 N Section St,Sullivan,IN,47882,39.104582068549,-87.4095853700804
Terre Haute North,318,3434 Maple Ave,Terre Haute,IN,47804,39.4923037223955,-87.3685090330924
Terre Haute South,319,3737 S 7th St,Terre Haute,IN,47802,39.4234266666667,-87.4070075238963
Turkey Run,320,1551 E State Road 47,Marshall,IN,47859,39.8783958826254,-87.212262733518
West Vigo,321,4590 W Sarah Myers Dr,West Terre Haute,IN,47885,39.4626522773734,-87.4884397533449
Bedford North Lawrence,322,595 Stars Blvd,Bedford,IN,47421,38.8761687409818,-86.4422161487978
Bloomfield,323,501 W Spring St,Bloomfield,IN,47424,39.0257728674084,-86.9463
Bloomington North,324,3901 N Kinser Pike,Bloomington,IN,47404,39.2010756065229,-86.5474401821198
Bloomington South,325,1965 S Walnut St,Bloomington,IN,47401,39.1450786210701,-86.5318549234073
Eastern (Pekin),326,1100 N Eastern School Rd,New Pekin,IN,47165,38.51383,-86.0030047412461
Eastern Greene,327,11064 Indiana 54,Bloomfield,IN,47424,39.0304988890772,-86.7363953353476
Edgewood,328,601 Edgewood Dr,Ellettsville,IN,47429,39.2341241406769,-86.6382870439837
Medora,329,82 S George St,Medora,IN,47260,38.8239011243266,-86.1716652319507
Mitchell,330,1000 W Bishop Blvd,Mitchell,IN,47446,38.7373072236572,-86.4788826937247
Orleans,331,200 W Wilson St,Orleans,IN,47452,38.6667971325916,-86.45417
Paoli,332,501 S Elm St,Paoli,IN,47454,38.5497923778334,-86.4762263094296
Salem,333,700 N Harrison St,Salem,IN,47167,38.6113517142857,-86.1062154967293
West Washington,334,8028 W Batts Rd,Campbellsburg,IN,47108,38.5854545051508,-86.23363569578
Austin,335,401 US-31,Austin,IN,47102,38.7381808811982,-85.8017271189325
Charlestown,336,1 Pirate Pl,Charlestown,IN,47111,38.4531218769151,-85.6659941687157
Henryville,337,213 N Ferguson St,Henryville,IN,47126,38.5438101157911,-85.7682368145923
Jennings County,338,800 W Walnut St,North Vernon,IN,47265,39.0012303928195,-85.6409674044122
Madison Consolidated,339,743 Clifty Dr,Madison,IN,47250,38.7745209039971,-85.4043828041503
New Washington,340,226 IN-62,New Washington,IN,47162,38.5617397123793,-85.5420415916992
Scottsburg,341,500 S Gardner St,Scottsburg,IN,47170,38.6815822864518,-85.7784553907021
Shawe Memorial,342,201 W State St,Madison,IN,47250,38.7583928674084,-85.3916833184948
Silver Creek,343,557 Renz Ave,Sellersburg,IN,47172,38.4087991210285,-85.7532782725842
Southwestern (Hanover),344,167 S Main Cross St,Hanover,IN,47243,38.7102759903303,-85.4738783161077
Switzerland County,345,1020 W Main St,Vevay,IN,47043,38.7369417310185,-85.0863632660233
Borden,346,301 West St,Borden,IN,47106,38.4688705541363,-85.9466501893976
Christian Academy of Indiana,347,1000 Academy Dr,New Albany,IN,47150,38.322951647288,-85.8213110570382
Clarksville,348,800 Dr Dot Lewis Dr,Clarksville,IN,47129,38.2994313275594,-85.7681637081417
Corydon Central,349,375 Country Club Rd SE,Corydon,IN,47112,38.200590091688,-86.1171430159623
Crawford County,350,1130 IN-66,Marengo,IN,47140,38.3536898824559,-86.3507473696071
Floyd Central,351,6575 Old Vincennes Rd,Floyds Knobs,IN,47119,38.3339975155352,-85.9309805162269
Jeffersonville,352,2315 Allison Ln,Jeffersonville,IN,47130,38.3182128324182,-85.7089544203833
Lanesville,353,2725 Crestview Ave NE,Lanesville,IN,47136,38.2397835324673,-85.9884483094087
New Albany,354,1020 Vincennes St,New Albany,IN,47150,38.2985418126448,-85.8120935758455
North Harrison,355,1070 IN-64,Ramsey,IN,47166,38.3204954124608,-86.144504321175
Providence,356,707 Providence Way,Clarksville,IN,47129,38.3049626174376,-85.7835744734507
South Central (Elizabeth),357,6675 IN-11,Elizabeth,IN,47117,38.1906246682637,-85.9401169564069
Cannelton,358,109 S 3rd St,Cannelton,IN,47520,37.9109354232726,-86.7445797276544
Forest Park,359,1440 Michigan St,Ferdinand,IN,47532,38.2270812900413,-86.858140413666
Heritage Hills,360,3644 E County Rd 1600 N,Lincoln City,IN,47552,38.12533,-87.00091
Jasper,361,1600 St Charles St,Jasper,IN,47546,38.41613,-86.95078
Loogootee,362,201 Brooks Ave,Loogootee,IN,47553,38.6789582225109,-86.9201807027342
Northeast Dubois,363,4711 N Dubois Rd NE,Dubois,IN,47527,38.4492892899526,-86.7970130868581
Perry Central,364,18677 Old State Rd 37,Leopold,IN,47551,38.1129010958255,-86.6026347879152
Shoals,365,7900 US-50,Shoals,IN,47581,38.6684358874545,-86.7789043852061
South Spencer,366,1142 N County Rd 275 W,Rockport,IN,47635,37.9037549399695,-87.1050113480204
Southridge,367,1110 S Main St,Huntingburg,IN,47542,38.2765317238758,-86.9612561474418
Springs Valley,368,326 S Larry Bird Blvd,French Lick,IN,47432,38.5501591159725,-86.6170420165782
Tell City,369,900 12th St,Tell City,IN,47586,37.9540144444444,-86.7643360852422
Barr-Reeve,370,298 3rd St,Montgomery,IN,47558,38.6645632528786,-87.047303438661
Gibson Southern,371,3499 W 800 S,Fort Branch,IN,47648,38.2380843392815,-87.6342604616851
North Daviess,372,5494 E State Rd 58,Elnora,IN,47529,38.8453371325916,-87.06025
North Knox,373,10890 State Hwy 159,Bicknell,IN,47512,38.8356114228624,-87.3156314810021
Pike Central,374,1810 IN-56,Petersburg,IN,47567,38.4361744841876,-87.2445041675918
Princeton Community,375,1101 N Main St,Princeton,IN,47670,38.36812,-87.5672749053306
South Knox,376,6116 IN-61,Vincennes,IN,47591,38.6353360243432,-87.423771181543
Tecumseh,377,5244 IN-68,Lynnville,IN,47619,38.1934112846347,-87.3413424700058
Vincennes Lincoln,378,1545 S Hart Street Rd,Vincennes,IN,47591,38.6514750607785,-87.4980312490262
Vincennes Rivet,379,210 Barnett St,Vincennes,IN,47591,38.6782053276731,-87.5345352692794
Washington,380,608 E Walnut St,Washington,IN,47501,38.658816312767,-87.1690044599393
Washington Catholic,381,201 NE 2nd St,Washington,IN,47501,38.65896250195,-87.1735317627997
Boonville,382,300 N 1st St,Boonville,IN,47601,38.0523385080389,-87.2768511551008
Castle,383,3344 IN-261,Newburgh,IN,47630,37.9858392482786,-87.3853430949847
Evansville Bosse,384,1300 Washington Ave,Evansville,IN,47714,37.9628971325916,-87.54081
Evansville Central,385,5400 N 1st Ave,Evansville,IN,47710,38.0290734705992,-87.5739540370343
Evansville Harrison,386,211 Fielding Rd,Evansville,IN,47715,37.9734943512236,-87.4852138733068
Evansville Mater Dei,387,1300 Harmony Way,Evansville,IN,47720,37.9890744680105,-87.6132611102288
Evansville Memorial,388,1500 Lincoln Ave,Evansville,IN,47714,37.9701071274073,-87.5373984874235
Evansville North,389,15331 Highway 41 N,Evansville,IN,47725,38.1174079129767,-87.5533946175364
Evansville F J Reitz,390,350 Dreier Blvd,Evansville,IN,47712,37.9731361922301,-87.6063561070238
Mt Vernon,391,700 Harriett St,Mt Vernon,IN,47620,37.9368541536396,-87.8879233203981
North Posey,392,5900 High School Rd,Poseyville,IN,47633,38.1406657556345,-87.8015300031184
Signature,393,610 Main St,Evansville,IN,47708,37.9728243857387,-87.5689608663462
