SchoolID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393
1,0,21.82,14.51,9.09,23.9,23.9,24.81,29.01,15.5,15.61,14.86,26.2,19.28,29.01,20.87,14.57,21.38,14.51,8.6,32.97,32.52,20.68,37.58,13.73,19.66,49.32,29.19,15.91,50.27,41.65,37.59,61.7,25.58,54.27,34.11,42.77,41.92,28.34,41.52,60.55,79.13,48.09,59.03,44.88,74.55,59.43,74.04,60.01,71.99,71.9,119.07,93.12,130.24,129.35,138.03,80.83,118.91,142.26,75.46,113.98,139.39,68.21,89.7,121.54,118.39,102.71,89.13,114.33,84.57,94.75,93.52,93.96,100.5,86.52,120.39,98.65,126.37,98.76,98.76,153.78,130.6,86.32,110.03,122.11,99.91,122.41,111.79,130.4,157.62,143.76,121.15,147.73,140.82,140.3,110.26,143.76,127.11,88.44,91.64,74.45,85.68,77.67,77.67,80.57,80.87,67.44,74.61,76.44,75.38,67.17,99.82,83.6,93.46,88.9,84.27,112.31,99.82,86.78,121.05,103.7,101.91,127.7,134.58,149.91,154.96,152.39,147.08,159.82,134.97,154.79,118.67,134.44,130.55,117.94,163.78,143.23,164.33,171.86,167.55,167.55,164.33,171.86,156.76,162.17,156.5,167.47,149.55,210.05,195.59,200.96,176.78,165.56,174.55,179.72,185,175.85,189.35,169.73,216.28,183.51,203.57,194.68,174.81,172.01,181.47,183.37,156.52,166.01,203.16,161.24,157.59,183.28,169.4,171.18,192.69,176.24,165.11,171.53,163.07,171.86,165.94,166.09,179.73,186.09,189.23,197.77,227.91,206.54,196.14,195.75,221.65,210.23,240.42,205.04,186.62,222.33,149.24,130.92,131.05,162.32,173.51,140.46,168.52,161.69,154.12,174.45,130.44,135.93,136.25,148.04,142.21,138.86,140.37,134.24,136.49,136.49,130.39,138.09,136.57,132.57,139.71,151.33,142.96,151.16,154.85,116.18,159.75,131.58,141.65,144.77,135.9,138.05,132.31,142.26,142.11,148.62,140.37,145.19,135.56,148.35,147.49,147.88,139.92,138.86,154.28,181.38,166.13,165.7,147.36,156.02,148.77,143.77,182.46,164.5,144.84,172.24,153.88,196.73,208.64,221.69,236.29,201.34,178.64,192.69,209.4,208.99,201.59,210.77,193.02,229.59,209.62,236.29,199.18,221.16,223.2,193.02,216.77,257.47,239.38,208.02,238.07,163.67,147.36,168.13,171.61,163.67,163.67,164.19,159.68,152.71,175.78,154.8,183.6,164.68,211.2,219.79,191,188.92,217.73,176,195.25,186.13,173.62,204.98,187.6,201.8,234.74,209.64,240.92,205.7,192.41,197.5,159.02,174.68,227.84,167.72,219.77,181.74,189.45,161.75,182.12,231.65,232.34,198.55,215.69,255.23,216.02,205.03,235.22,236.99,246.48,260.58,246.7,255.22,216.25,247.63,227.03,220.08,253.83,249.55,222.81,253.83,236.52,249.81,264.98,252.03,253.44,244.43,270.82,286.3,258.29,245.63,261.05,253.44,272.77,244.43,267.22,322.85,301.26,310.11,277.35,252.16,280.13,299.24,253.98,322.52,294.22,280.45,318.77,254.19,290.27,235.3,246.47,265.19,281.97,261.46,290.13,256.72,256.72,254.1,253.64,305.46,301.44,303.92,301.83,299.36,303.59,303.92,291.97,319.07,165.94,300.32,306.76
2,20.87,0,11.19,19.14,12,12,11.72,10.7,16.16,12.03,19.15,33.65,22.46,10.7,18.5,31.02,32.8,11.19,19.16,43.07,43.93,33.35,49,30.18,32.41,53.8,35.19,24.79,56.27,47.65,43.59,67.7,32.34,56.5,45.53,45.01,44.15,39.76,52.94,71.97,85.21,59.5,68.94,49.36,84.46,70.85,79.18,71.42,83.41,83.31,134.51,104.53,141.65,140.77,149.44,92.24,130.34,153.67,86.88,125.41,150.81,79.63,101.11,132.96,131.64,114.12,100.54,125.18,95.98,106.16,104.93,105.37,111.91,97.94,132.58,103.79,131.51,103.9,103.9,158.92,135.74,91.46,115.17,127.25,105.05,127.55,123.23,141.82,169.03,155.18,132.56,156.67,152.23,149.59,121.11,155.18,138.52,99.86,96.35,79.34,90.39,82.37,82.37,82.81,83.11,69.67,76.84,81.14,77.61,73.17,104.53,88.3,96.92,93.61,86.5,117.01,104.53,91.48,126.19,105.94,106.62,132.4,136.82,154.62,160.09,154.62,149.32,162.05,137.21,157.02,119.81,136.67,133.64,121.06,168.91,148.37,168.19,174.09,172.69,172.69,168.19,174.09,158.99,167.31,158.73,169.7,154.68,212.73,198.27,206.09,179.01,170.7,179.69,184.86,187.24,178.08,194.49,174.86,218.96,185.74,214.98,206.09,179.95,183.42,192.88,194.79,165.81,177.42,208.3,170.54,166.89,194.7,180.82,182.59,204.11,187.66,176.52,182.94,174.48,183.28,177.35,177.5,191.14,197.51,200.64,209.19,239.33,217.95,207.56,207.17,233.07,221.64,251.83,216.46,198.03,233.74,160.65,142.34,142.47,173.73,184.93,151.87,179.94,173.11,165.54,185.87,141.85,147.34,147.66,159.45,153.62,150.28,151.78,145.65,147.91,147.91,141.81,149.5,147.99,143.98,151.13,162.75,154.37,162.57,166.27,127.15,171.17,143,153.07,156.18,147.31,149.46,143.73,153.67,153.53,160.03,151.78,156.61,146.98,159.76,158.9,159.3,151.34,150.28,165.7,192.8,177.55,177.12,158.77,167.44,160.18,155.18,193.87,175.91,156.25,183.65,165.29,208.14,220.05,233.1,247.7,212.76,190.05,204.11,220.81,220.4,213.01,222.18,204.44,241.01,221.03,247.7,210.59,232.57,234.62,204.43,228.18,268.88,250.79,219.44,249.49,175.08,158.77,179.55,183.03,175.08,175.08,175.61,171.1,164.12,187.2,166.22,195.02,176.1,222.62,231.21,202.41,200.33,229.15,187.41,206.67,197.55,185.04,216.39,199.02,213.21,246.15,221.05,252.33,217.11,203.83,208.91,170.43,187.13,239.25,179.13,231.19,193.16,200.86,173.16,193.54,243.06,243.75,209.96,227.1,266.64,227.44,216.45,246.64,248.41,257.9,271.99,258.12,266.64,227.66,259.05,238.44,231.49,265.24,260.96,234.22,265.24,247.93,261.23,276.39,263.44,264.86,255.84,282.23,297.71,269.71,257.04,272.46,264.86,284.19,255.84,278.63,334.26,312.68,321.52,288.77,263.58,291.54,310.66,265.4,333.93,305.63,291.86,330.18,265.61,301.69,246.71,257.88,276.6,293.39,272.87,301.54,268.13,268.13,265.51,265.05,316.88,312.85,315.33,313.25,310.78,315.01,315.33,303.38,330.49,177.35,311.73,318.18
3,14.53,11.84,0,14.04,13.93,13.93,14.32,19.04,12.08,7.96,15.08,29.58,18.38,19.04,15.08,26.94,28.71,0,14.22,39,39.85,29.35,44.91,26.09,28.32,50.92,32.31,20.7,53.39,44.77,40.71,64.82,29.46,53.62,41.44,42.13,41.27,35.67,48.86,67.88,82.33,55.42,66.06,46.48,81.58,66.76,76.3,67.34,79.32,79.23,130.49,100.45,137.64,136.75,145.42,88.16,126.33,149.65,82.79,121.4,146.79,75.54,97.03,128.94,127.62,110.04,96.46,121.16,91.9,102.08,100.85,101.29,107.83,93.85,128.56,100.91,128.63,101.02,101.02,156.04,132.86,88.57,112.29,124.37,102.17,124.67,119.12,137.8,165.02,151.16,128.54,153.79,148.22,146.71,117.59,151.16,134.51,95.77,93.47,76.46,87.51,79.49,79.49,79.93,80.23,66.79,73.96,78.26,74.73,70.29,101.65,85.42,94.04,90.73,83.62,114.13,101.65,88.6,123.31,103.06,103.74,129.52,133.93,151.74,157.21,151.74,146.44,159.17,134.33,154.14,118.03,133.79,130.76,118.12,166.03,145.49,165.31,171.21,169.81,169.81,165.31,171.21,156.11,164.43,155.85,166.82,151.8,209.85,195.39,203.21,176.13,167.82,176.81,181.98,184.35,175.2,191.61,171.98,216.08,182.86,210.97,202.07,177.07,179.4,188.87,190.77,162.93,173.41,205.42,167.66,164.01,190.68,176.8,178.58,200.09,183.64,172.5,178.92,170.47,179.26,173.34,173.48,187.13,193.49,196.62,205.17,235.31,213.93,203.54,203.15,229.05,217.63,247.81,212.44,194.02,229.72,156.64,138.32,138.45,169.71,180.91,147.86,175.92,169.09,161.52,181.85,137.84,143.32,143.65,155.44,149.6,146.26,147.77,141.64,143.89,143.89,137.79,145.48,143.97,139.97,147.11,158.73,150.35,158.55,162.25,123.13,167.15,138.98,149.05,152.16,143.3,145.44,139.71,149.66,149.51,156.02,147.77,152.59,142.96,155.75,154.88,155.28,147.32,146.26,161.68,188.78,173.53,173.1,154.76,163.42,156.16,151.17,189.86,171.89,152.24,179.64,161.28,204.12,216.04,229.09,243.69,208.74,186.04,200.09,216.79,216.39,208.99,218.17,200.42,236.99,217.02,243.69,206.58,228.55,230.6,200.42,224.17,264.87,246.77,215.42,245.47,171.07,154.76,175.53,179.01,171.07,171.07,171.59,167.08,160.11,183.18,162.2,191,172.08,218.6,227.19,198.4,196.31,225.13,183.4,202.65,193.53,181.02,212.38,195,209.2,242.13,217.03,248.32,213.1,199.81,204.9,166.42,180.65,235.24,175.12,227.17,189.14,196.85,169.15,189.52,239.04,239.73,205.95,223.09,262.63,223.42,212.43,242.62,244.39,253.88,267.98,254.1,262.62,223.64,255.03,234.43,227.48,261.23,256.95,230.21,261.23,243.92,257.21,272.38,259.42,260.84,251.83,278.22,293.7,265.69,253.03,268.44,260.84,280.17,251.83,274.62,330.25,308.66,317.5,284.75,259.56,287.53,306.64,261.38,329.92,301.61,287.85,326.16,261.59,297.67,242.7,253.87,272.59,289.37,268.85,297.53,264.11,264.11,261.5,261.04,312.86,308.84,311.32,309.23,306.76,310.99,311.32,299.36,326.47,173.34,307.71,314.16
4,12.06,22.77,16.86,0,24.85,24.85,25.76,29.96,16.45,16.56,13.74,19.75,16.22,29.96,27.41,19.6,26.41,16.86,18.99,28.23,37.55,28.31,41.18,18.75,27.28,54.35,37.95,24.66,59.03,50.41,46.35,70.46,36.02,63.03,39.14,48.85,50.68,33.37,46.55,65.58,84.16,53.11,64.06,49.9,79.57,60.31,79.06,65.03,74.93,76.92,124.86,97.46,129.91,134.38,139.8,85.85,123.95,141.93,80.49,113.65,144.42,73.24,94.72,126.57,125.25,107.74,94.16,119.36,89.59,99.77,98.54,98.99,105.52,91.55,126.19,103.68,131.4,103.79,103.79,158.8,135.62,91.34,115.06,127.13,104.94,127.43,116.81,135.43,162.65,148.79,126.17,152.76,145.84,145.32,115.29,148.79,132.13,93.47,100.4,83.21,94.44,86.43,86.43,89.33,89.63,76.19,83.36,85.2,84.14,75.93,108.58,92.36,102.22,97.66,93.03,121.25,108.58,95.54,126.08,112.46,110.67,136.49,143.37,158.71,159.98,161.18,155.87,168.61,143.77,163.58,126.37,143.23,139.34,126.75,168.8,148.26,169.36,177.48,172.58,172.58,169.36,177.48,165.55,167.2,165.29,176.26,154.57,215.08,200.62,205.98,182.45,170.59,179.58,184.74,190.67,181.52,194.37,174.75,221.31,189.18,208.6,199.7,179.84,177.03,186.49,188.4,161.54,171.04,208.19,166.27,162.62,188.31,174.43,176.2,197.72,181.27,170.13,176.55,168.1,176.89,170.96,171.11,184.76,191.12,194.25,202.8,232.94,211.56,201.17,200.78,226.68,215.26,245.44,210.07,191.64,227.35,154.26,135.95,136.08,167.34,178.54,145.48,173.55,166.72,159.15,179.48,135.47,140.95,141.28,153.06,147.23,143.89,145.39,139.26,141.52,141.52,135.42,143.11,141.6,137.6,144.74,156.36,147.98,156.18,159.88,120.76,164.78,136.61,146.68,149.79,140.92,143.07,137.34,147.29,147.14,153.64,145.39,150.22,140.59,153.38,152.51,152.91,144.95,143.89,159.31,186.41,171.16,170.73,152.39,161.05,153.79,148.79,187.49,169.52,149.87,177.26,158.9,201.75,213.67,226.71,241.31,206.37,183.66,197.72,214.42,214.02,206.62,215.79,198.05,234.62,214.64,241.31,204.2,226.18,228.23,198.04,221.79,262.5,244.4,213.05,243.1,168.69,152.39,173.16,176.64,168.69,168.69,169.22,164.71,157.73,180.81,159.83,188.63,169.71,216.23,224.82,196.03,193.94,222.76,181.03,200.28,191.16,178.65,210,192.63,206.83,239.76,214.66,240.71,205.37,197.44,202.52,158.69,174.09,227.6,167.39,219.44,181.42,189.12,161.59,181.8,236.67,237.36,203.58,220.71,260.25,221.05,210.06,240.25,242.02,251.51,265.6,251.73,260.25,221.27,252.66,232.06,225.11,258.85,254.58,227.83,258.85,241.55,254.84,270,257.05,258.47,249.46,275.85,291.33,263.32,250.65,266.07,258.47,277.8,249.46,272.25,327.87,306.29,315.13,282.38,257.19,285.16,304.27,259.01,327.54,299.24,285.48,323.79,259.22,289.94,240.32,246.14,270.22,281.64,261.13,295.15,256.39,256.39,259.12,258.66,310.49,306.46,308.95,305.77,304.39,307.99,308.95,295.9,324.1,170.96,304.71,311.79
5,25.22,13.03,14.98,23.48,0,0,3.97,9.98,13.87,15.18,21.42,33.16,17.92,9.98,17.95,32.79,34.57,14.98,21.87,42.58,45.7,32.81,50.76,31.94,33.37,53.26,34.65,25.89,55.72,47.11,43.04,67.16,31.79,55.96,46.21,44.46,43.61,40.32,54.71,73.73,84.66,59.38,68.4,48.81,83.91,72.61,78.63,73.19,85.17,85.08,136.27,106.3,143.42,142.53,151.21,94.01,132.11,155.44,88.65,127.18,152.57,81.39,102.88,134.72,133.41,115.89,102.31,126.94,97.75,107.93,106.7,107.14,113.68,99.7,134.35,103.24,130.97,103.35,103.35,158.37,135.19,90.91,114.62,126.7,104.51,127,124.99,143.59,170.8,156.94,134.33,156.12,154,149.05,122.88,156.94,140.29,101.62,95.8,78.79,89.84,81.83,81.83,82.26,82.56,69.12,76.29,80.6,77.06,72.62,103.98,87.76,96.37,93.06,85.96,116.47,103.98,90.94,125.64,105.39,106.07,131.86,136.27,154.07,159.55,154.08,148.77,161.51,136.66,156.47,119.27,136.13,133.1,120.51,168.37,147.82,167.64,173.55,172.15,172.15,167.64,173.55,158.45,166.77,158.19,169.15,154.14,212.18,197.72,205.55,178.46,170.15,179.14,184.31,186.69,177.54,193.94,174.32,218.41,185.2,216.09,206.31,179.41,185.19,194.65,196.56,165.27,179.19,207.75,169.99,166.34,196.46,182.58,184.36,205.87,189.42,178.29,184.71,176.25,185.04,179.12,179.27,192.91,199.27,202.41,210.96,241.1,219.72,209.33,208.93,234.84,223.41,253.6,218.22,199.8,235.51,162.42,144.1,144.23,175.5,186.7,153.64,181.7,174.88,167.31,187.63,143.62,149.11,149.43,161.22,155.39,152.04,153.55,147.42,149.67,149.67,143.57,151.27,149.76,145.75,152.9,164.51,156.14,164.34,168.03,128.91,172.93,144.76,154.83,157.95,149.08,151.23,145.49,155.44,155.29,161.8,153.55,158.38,148.74,161.53,160.67,161.06,153.1,152.04,167.46,194.56,179.31,178.88,160.54,169.2,161.95,156.95,195.64,177.68,158.02,185.42,167.06,209.91,221.82,234.87,249.47,214.52,191.82,205.87,222.58,222.17,214.77,223.95,206.2,242.77,222.8,249.47,212.36,234.34,236.38,206.2,229.95,270.65,252.56,221.21,251.26,176.85,160.54,181.31,184.8,176.85,176.85,177.38,172.86,165.89,188.96,167.98,196.78,177.86,224.38,232.97,204.18,202.1,230.91,189.18,208.44,199.31,186.8,218.16,200.78,214.98,247.92,222.82,254.1,218.88,205.6,210.68,172.2,185.18,241.02,180.9,232.95,194.92,202.63,174.93,195.3,244.83,245.52,211.73,228.87,268.41,229.2,218.21,248.4,250.17,259.66,273.76,259.88,268.41,229.43,260.82,240.21,233.26,267.01,262.73,235.99,267.01,249.7,262.99,278.16,265.21,266.62,257.61,284,299.48,271.47,258.81,274.23,266.62,285.95,257.61,280.4,336.03,314.45,323.29,290.53,265.34,293.31,312.42,267.16,335.7,307.4,293.63,331.95,267.37,303.45,248.48,259.65,278.37,295.15,274.64,303.31,269.9,269.9,267.28,266.82,318.65,314.62,317.1,315.01,312.54,316.78,317.1,305.15,332.25,179.12,309.95,319.94
6,25.22,13.03,14.98,23.48,0,0,3.97,9.98,13.87,15.18,21.42,33.16,17.92,9.98,17.95,32.79,34.57,14.98,21.87,42.58,45.7,32.81,50.76,31.94,33.37,53.26,34.65,25.89,55.72,47.11,43.04,67.16,31.79,55.96,46.21,44.46,43.61,40.32,54.71,73.73,84.66,59.38,68.4,48.81,83.91,72.61,78.63,73.19,85.17,85.08,136.27,106.3,143.42,142.53,151.21,94.01,132.11,155.44,88.65,127.18,152.57,81.39,102.88,134.72,133.41,115.89,102.31,126.94,97.75,107.93,106.7,107.14,113.68,99.7,134.35,103.24,130.97,103.35,103.35,158.37,135.19,90.91,114.62,126.7,104.51,127,124.99,143.59,170.8,156.94,134.33,156.12,154,149.05,122.88,156.94,140.29,101.62,95.8,78.79,89.84,81.83,81.83,82.26,82.56,69.12,76.29,80.6,77.06,72.62,103.98,87.76,96.37,93.06,85.96,116.47,103.98,90.94,125.64,105.39,106.07,131.86,136.27,154.07,159.55,154.08,148.77,161.51,136.66,156.47,119.27,136.13,133.1,120.51,168.37,147.82,167.64,173.55,172.15,172.15,167.64,173.55,158.45,166.77,158.19,169.15,154.14,212.18,197.72,205.55,178.46,170.15,179.14,184.31,186.69,177.54,193.94,174.32,218.41,185.2,216.09,206.31,179.41,185.19,194.65,196.56,165.27,179.19,207.75,169.99,166.34,196.46,182.58,184.36,205.87,189.42,178.29,184.71,176.25,185.04,179.12,179.27,192.91,199.27,202.41,210.96,241.1,219.72,209.33,208.93,234.84,223.41,253.6,218.22,199.8,235.51,162.42,144.1,144.23,175.5,186.7,153.64,181.7,174.88,167.31,187.63,143.62,149.11,149.43,161.22,155.39,152.04,153.55,147.42,149.67,149.67,143.57,151.27,149.76,145.75,152.9,164.51,156.14,164.34,168.03,128.91,172.93,144.76,154.83,157.95,149.08,151.23,145.49,155.44,155.29,161.8,153.55,158.38,148.74,161.53,160.67,161.06,153.1,152.04,167.46,194.56,179.31,178.88,160.54,169.2,161.95,156.95,195.64,177.68,158.02,185.42,167.06,209.91,221.82,234.87,249.47,214.52,191.82,205.87,222.58,222.17,214.77,223.95,206.2,242.77,222.8,249.47,212.36,234.34,236.38,206.2,229.95,270.65,252.56,221.21,251.26,176.85,160.54,181.31,184.8,176.85,176.85,177.38,172.86,165.89,188.96,167.98,196.78,177.86,224.38,232.97,204.18,202.1,230.91,189.18,208.44,199.31,186.8,218.16,200.78,214.98,247.92,222.82,254.1,218.88,205.6,210.68,172.2,185.18,241.02,180.9,232.95,194.92,202.63,174.93,195.3,244.83,245.52,211.73,228.87,268.41,229.2,218.21,248.4,250.17,259.66,273.76,259.88,268.41,229.43,260.82,240.21,233.26,267.01,262.73,235.99,267.01,249.7,262.99,278.16,265.21,266.62,257.61,284,299.48,271.47,258.81,274.23,266.62,285.95,257.61,280.4,336.03,314.45,323.29,290.53,265.34,293.31,312.42,267.16,335.7,307.4,293.63,331.95,267.37,303.45,248.48,259.65,278.37,295.15,274.64,303.31,269.9,269.9,267.28,266.82,318.65,314.62,317.1,315.01,312.54,316.78,317.1,305.15,332.25,179.12,309.95,319.94
7,24.27,12.09,14.03,22.54,3.3,3.3,0,9.89,12.93,14.23,20.47,32.21,16.97,9.89,17.86,32.7,34.48,14.03,21.78,41.63,45.61,32.72,50.67,31.85,33.28,53.17,34.56,25.8,55.63,47.02,42.95,67.07,31.7,55.87,46.12,44.37,43.52,40.23,54.62,73.64,84.57,59.29,68.31,48.72,83.82,72.53,78.54,73.1,85.08,84.99,136.19,106.21,142.85,142.45,151.12,93.92,132.02,154.87,88.56,126.61,152.48,81.3,102.79,134.63,133.32,115.8,102.22,126.86,97.66,107.84,106.61,107.05,113.59,99.61,134.26,103.16,130.88,103.26,103.26,158.28,135.1,90.82,114.53,126.61,104.42,126.91,124.9,143.5,170.71,156.85,134.24,156.03,153.91,148.96,122.79,156.85,140.2,101.53,95.71,78.7,89.75,81.74,81.74,82.17,82.47,69.03,76.2,80.51,76.98,72.53,103.89,87.67,96.28,92.97,85.87,116.38,103.89,90.85,125.56,105.3,105.98,131.77,136.18,153.98,159.46,153.99,148.68,161.42,136.57,156.39,120.27,136.04,133.01,120.36,168.28,147.73,167.55,173.46,172.06,172.06,167.55,173.46,158.36,166.68,158.1,169.07,154.05,212.09,197.63,205.46,178.38,170.06,179.05,184.22,186.6,177.45,193.85,174.23,218.32,185.11,216,206.22,179.32,185.1,194.56,196.47,165.18,179.1,207.66,169.9,166.26,196.37,182.49,184.27,205.78,189.33,178.2,184.62,176.16,184.95,179.03,179.18,192.82,199.19,202.32,210.87,241.01,219.63,209.24,208.84,234.75,223.32,253.51,218.13,199.71,235.42,162.33,144.02,144.14,175.41,186.61,153.55,181.61,174.79,167.22,187.55,143.53,149.02,149.34,161.13,155.3,151.95,153.46,147.33,149.58,149.58,143.49,151.18,149.67,145.66,152.81,164.42,156.05,164.25,167.94,128.82,172.84,144.67,154.74,157.86,148.99,151.14,145.41,155.35,155.2,161.71,153.46,158.29,148.66,161.44,160.58,160.97,153.01,151.95,167.37,194.47,179.22,178.79,160.45,169.11,161.86,156.86,195.55,177.59,157.93,185.33,166.97,209.82,221.73,234.78,249.38,214.43,191.73,205.78,222.49,222.08,214.68,223.86,206.11,242.69,222.71,249.38,212.27,234.25,236.29,206.11,229.86,270.56,252.47,221.12,251.17,176.76,160.45,181.22,184.71,176.76,176.76,177.29,172.77,165.8,188.87,167.89,196.69,177.77,224.29,232.88,204.09,202.01,230.83,189.09,208.35,199.22,186.71,218.07,200.69,214.89,247.83,222.73,253.65,218.31,205.51,210.59,171.63,186.69,240.54,180.33,232.38,194.35,202.06,174.53,194.73,244.74,245.43,211.64,228.78,268.32,229.11,218.12,248.31,250.08,259.57,273.67,259.8,268.32,229.34,260.73,240.12,233.17,266.92,262.64,235.9,266.92,249.61,262.9,278.07,265.12,266.53,257.52,283.91,299.39,271.39,258.72,274.14,266.53,285.86,257.52,280.31,335.94,314.36,323.2,290.44,265.26,293.22,312.33,267.08,335.61,307.31,293.54,331.86,267.29,302.88,248.39,259.08,278.28,294.58,274.07,303.22,269.32,269.32,267.19,266.73,318.56,314.53,317.01,314.92,312.46,316.69,317.01,305.06,332.16,179.03,308.04,319.85
8,28.12,10.87,18.44,26.38,9.15,9.15,9.63,0,20.63,18.66,25.87,38.6,25.55,0,22.22,37.05,38.83,18.44,26.14,48.02,49.97,37.07,55.03,36.21,37.63,57.52,38.91,30.16,59.99,51.37,47.31,71.42,36.06,60.22,50.47,48.73,47.87,44.58,58.97,78,88.93,63.65,72.66,53.08,88.18,76.88,82.89,77.45,89.44,89.34,140.54,110.56,147.69,146.8,155.47,98.27,136.37,159.7,92.91,131.44,156.84,85.66,107.14,138.99,137.67,120.16,106.58,131.21,102.01,112.19,110.96,111.4,117.94,103.97,138.61,107.51,135.23,107.62,107.62,162.64,139.45,95.17,118.89,130.97,108.77,131.27,129.26,147.85,175.06,161.21,138.59,160.39,158.26,153.31,127.14,161.21,144.55,105.89,100.07,83.06,94.11,86.09,86.09,86.53,86.83,73.39,80.56,84.86,81.33,76.89,108.25,92.02,100.64,97.33,90.22,120.88,108.25,95.2,129.91,109.66,110.34,136.12,140.53,158.34,163.81,158.34,153.04,165.77,140.93,160.74,123.53,140.39,137.36,124.77,172.63,152.09,171.91,177.81,176.41,176.41,171.91,177.81,162.71,171.03,162.45,173.42,158.4,216.45,201.99,209.81,182.73,174.42,183.41,188.58,190.95,181.8,198.2,178.58,222.68,189.46,220.36,210.57,183.67,189.45,198.91,200.82,169.53,183.45,212.02,174.25,170.61,200.73,186.85,188.62,210.14,193.69,182.55,188.97,180.52,189.31,183.38,183.53,197.18,203.54,206.67,215.22,245.36,223.98,213.59,213.2,239.1,227.68,257.86,222.49,204.06,239.77,166.68,148.37,148.5,179.76,190.96,157.9,185.97,179.14,171.57,191.9,147.89,153.37,153.7,165.48,159.65,156.31,157.81,151.68,153.94,153.94,147.84,155.53,154.02,150.02,157.16,168.78,160.4,168.6,172.3,133.18,177.2,149.03,159.1,162.21,153.34,155.49,149.76,159.71,159.56,166.06,157.81,162.64,153.01,165.8,164.93,165.33,157.37,156.31,171.73,198.83,183.58,183.15,164.81,173.47,166.21,161.21,199.91,181.94,162.29,189.68,171.32,214.17,226.09,239.13,253.73,218.79,196.08,210.14,226.84,226.43,219.04,228.21,210.47,247.04,227.06,253.73,216.62,238.6,240.65,210.46,234.21,274.92,256.82,225.47,255.52,181.11,164.81,185.58,189.06,181.11,181.11,181.64,177.13,170.15,193.23,172.25,201.05,182.13,228.65,237.24,208.45,206.36,235.18,193.45,212.7,203.58,191.07,222.42,205.05,219.25,252.18,227.08,258.37,223.14,209.86,214.94,176.46,192.63,245.29,185.17,237.22,199.19,206.89,179.19,199.57,249.09,249.78,216,233.13,272.67,233.47,222.48,252.67,254.44,263.93,278.02,264.15,272.67,233.69,265.08,244.48,237.53,271.27,266.99,240.25,271.27,253.97,267.26,282.42,269.47,270.89,261.87,288.26,303.74,275.74,263.07,278.49,270.89,290.22,261.87,284.67,340.29,318.71,327.55,294.8,269.61,297.57,316.69,271.43,339.96,311.66,297.9,336.21,271.64,307.72,252.74,263.91,282.64,299.42,278.9,307.57,274.16,274.16,271.54,271.08,322.91,318.88,321.36,319.28,316.81,321.04,321.36,309.41,336.52,183.38,316.6,324.21
